iteration,x,y,step_size,counts
0,1.7318942331817633,1.1873522431408414,0.04432196261998611,20
1,1.7545541464846581,1.2254437736902002,0.02382553954472133,14
2,1.7317900244992501,1.2324759202209932,0.3736065805440574,13
3,1.86335811903861,1.4446200347909448,1.577229949245519,10
4,1.0499241790442042,0.22432829477036798,0.09189467669498019,9
5,1.0493569579640634,0.3162212208589477,0.041429197324775124,8
6,1.0258303199382726,0.2821202576148021,1.284779919546063,7
7,2.1812564738443077,0.8439474948850283,1.5373474408299117,12
8,2.311966243220127,-0.6878332041760347,1.9080539711923705,13
9,2.403174770331262,1.1457914940995706,0.2420254066456109,3
10,2.4236217232685435,1.1121262349799472,0.9366047397075283,10
11,1.6560452081144947,0.5754189294338301,0.6407255197962285,11
12,1.053662893312951,0.7937414856035515,0.20907814322287543,9
13,0.8603034490841067,0.8732763540641056,1.519479103709198,3
14,1.4413061985337536,0.05311600897714597,0.5812886563641799,9
15,1.5872785614401572,-0.509546031047943,1.2405022267099204,7
16,1.8863370428779325,-1.713460396421329,1.3844522608872762,8
17,0.8231428808444843,-0.8267100163853887,1.0306030192139748,5
18,-0.16006217222825336,-1.1356605089002827,0.18449619685169627,8
19,-0.34142365564819815,-1.1017952023985402,0.2897581855088629,9
20,-0.18851884548111125,-1.3479250971637957,0.9636711484121105,14
21,-1.0128706690058726,-0.8488197442238412,0.060453646610993506,10
22,-1.0660205113589423,-0.877624911232743,1.2558831642999433,10
23,-0.26861441890691296,0.09262559564289052,0.7788553040113473,4
24,0.5095741630465155,0.06040579576889509,0.4643371452986005,6
25,0.13356639298859896,0.33285238018522906,1.5197591294465838,10
26,-1.2565537578313786,0.3739484110959232,1.5068592497555284,17
27,-0.2832052802483629,-0.5436483615207628,1.1805501252693147,9
28,-1.0713446844352652,0.3352912711283226,0.7750187718119474,11
29,-0.9031176802573813,-0.4212493898584043,0.6490916902171626,7
30,-0.35062745125257866,-0.7619465708904667,1.1288406531368658,12
31,0.7678890422237186,-0.9142688410808567,0.8916998281219957,14
32,0.027127504915442135,-1.4106567219940347,1.1432110129993696,12
33,0.6988728940742689,-0.48562182947002774,0.6046390325305855,12
34,0.18910542817598708,-0.8107763932872476,0.9062552890678839,13
35,-0.7094798697287971,-0.6931196410250668,1.7657197810484724,7
36,1.0546546975977082,-0.767923207447998,0.9638314574685929,7
37,1.7136325644033938,-1.4712860224064377,0.8455386645764273,13
38,1.0391729841360413,-0.9613449396534643,1.8630227595098077,11
39,-0.17590136806642465,-1.1413499954020492,1.8257663143061535,8
40,0.5003397628500019,-0.6319428931824966,1.1240471287090075,8
41,1.3854232430639017,-1.3248420060491641,1.47330016155816,11
42,1.2241889005013002,0.13960903540825043,0.8023577656467238,5
43,0.5112381986095454,-0.22846606666421687,0.486437950086569,8
44,0.9311710112231666,0.017050352694727017,0.9483087048305938,10
45,0.71377479327725,-0.906003429097152,0.6727649815189658,13
46,0.2799048068195477,-0.3918346287898914,1.8264940510266665,7
47,-1.3951788450837628,0.33629673131079263,1.8432063793498177,8
48,-0.7411896575459916,-1.2854113701086711,0.3841429403248777,7
49,-1.0239345544046192,-1.02537075423906,1.78738910466962,12
50,-1.2388317401498066,-1.2030198577250864,1.0210405064833843,8
51,-1.3339980394579973,-0.18642402291371463,1.155465761056843,6
52,-1.0032544689912521,-1.2935418195232617,0.0014054883685210573,6
53,-1.002444357902081,-1.2923932910833658,1.0222783252703609,14
54,-0.31417430999365625,-1.23145184222458,0.5259526868553384,10
55,-0.34443194875144073,-0.7063702256094551,1.3761833893791293,10
56,-0.7479721600201973,-1.5241457726026757,0.8791641113916422,11
57,-0.4197685505752201,-0.7183942561902448,1.779472434194188,9
58,-1.063468992574279,0.27900626145823293,1.2312058829461527,11
59,-0.6258106035610108,-0.8717861006677616,1.2457137589540483,8
60,0.5579880966291467,-0.48394153557045616,1.9237304598719809,13
61,0.8150692011745784,-2.3904168666264245,1.5009439719971382,9
62,1.2488305665440955,-0.9535160749962861,1.82761342154634,9
63,0.9483372433035246,-1.1229570759972225,1.4248370729231679,7
64,2.3679982602239003,-1.0016175465236603,1.3422234560137771,9
65,1.9758485306218057,-2.2852773127571324,1.0641245752742434,10
66,1.0324736288380687,-1.7929309850698898,1.0296224619667893,15
67,2.0585622745900416,-1.8781630520718946,1.2882752951181444,6
68,1.9111951207955387,-2.271785671892541,0.5330787847183456,12
69,1.77500132569481,-2.474278905891233,0.9011015809496263,8
70,2.2802425907255888,-1.7281453231461494,1.4931536376199948,6
71,1.6352336818321,-2.4560612967374875,0.38916001260622113,7
72,1.914038663780456,-2.403946664473963,1.7545343875641393,10
73,1.060499457791018,-1.2382131118590696,1.4746521916820323,11
74,2.479902916182044,-0.8383469983407865,0.6660903063474679,7
75,2.1390603268780954,-0.2660685472991249,1.7808377795324042,7
76,1.275264618855846,-1.8233868101510844,1.6146468327512769,7
77,2.505971444104494,-2.5205229259754685,0.9556021329683908,6
78,1.9421055780939565,-1.8896704899953156,0.640422102033628,9
79,1.5169436607973683,-1.4107364518920922,0.4076997220742631,5
80,1.7815488931414936,-1.7209027530847634,1.014342154243813,6
81,1.746844123202563,-0.7071544683417188,0.07681050406645107,12
82,1.6705096067618963,-0.715692333104753,0.4475044852774095,11
83,1.2491547397265146,-0.564959654600737,1.0292012674950757,15
84,2.2480088949867847,-0.8130435628510757,1.5869812313311704,9
85,1.0583185258142176,-1.8633512578126232,1.0723871083209364,12
86,1.6449344693381471,-0.9656342395398994,1.8203767719620676,8
87,2.4928129401569747,-0.27291916882052547,1.8041438108704753,11
88,1.6171321353705046,-1.8502961112254668,1.6692642075483202,11
89,1.0668425718748233,-1.7562355389427864,1.0936529117738047,8
90,1.4688093949380139,-2.4604046006924936,1.5044651959615318,13
91,0.6828965830392222,-1.858650279669693,1.9280279810674013,11
92,2.5263349945728484,-2.367094380626011,0.520824383140972,7
93,2.1556307797202736,-2.427293009440369,1.2306425573596147,1
94,1.9791233717454748,-2.422760821463994,0.4471415673251635,6
95,2.2194749361471655,-2.045710815868365,1.201537926508369,7
96,2.3288588584056207,-1.9117633016160047,0.15516025387893562,18
97,2.458570876461576,-1.8266193249903666,0.680888855669719,10
98,2.2180056108304314,-1.327233030603814,0.6340474033613497,10
99,1.5855528332169948,-1.282293139656916,0.04105309871722878,22
100,1.614341174931524,-1.2530256099419907,0.07459110333584529,19
101,1.5604168670316292,-1.3045620214815623,0.42707284554940017,5
