iteration,x,y,step_size,counts
0,-0.41384131476864106,1.1078527781636724,1.8745483020827705,8
1,1.3708147146943093,0.5343249293690955,0.9305422152529805,5
2,2.1008519391230003,-0.04269713720754531,0.7410282454089578,8
3,1.9732580475274455,-0.2775037414541426,1.6499043300841743,6
4,0.6954892884538706,0.7662832563409461,0.2951626567675798,16
5,0.8001524135446323,1.0422662706667043,1.5920849438516198,7
6,0.2780523501088774,0.5186776059774462,0.485647183022893,12
7,0.20374375147472604,0.03874905030785497,0.569049403124176,13
8,0.18561337212876394,0.6075095557411634,1.1629218960796408,8
9,1.3203413042808032,0.8620284280776253,1.0017039305992343,9
10,0.7299302212388116,0.05281552803268763,0.752989421507164,12
11,0.049782712026734344,-0.27028265304281884,1.5149434173537628,11
12,1.3804604266735092,0.45383776341147075,0.39088434308051845,11
13,1.4369227308069583,0.06705283883783858,1.0706967419745286,13
14,2.2245963374932742,0.7922850792992244,1.279896482470027,12
15,1.5587101744718332,0.7929111349539094,1.3514335345284352,5
16,2.245169976430753,-0.37119605020669255,1.936802940572245,11
17,1.1116790773884369,0.11476639701709956,0.2562231804760793,13
18,1.2325402343963576,0.34069315271456935,0.9903891749895739,15
19,0.626023394586262,-0.4422551475986146,1.9074288606462446,15
20,1.951494294528349,0.929390488793287,1.9724975501465303,13
21,0.35215287888166036,0.9214609585627513,0.3773674129195794,10
22,0.34487708435631426,0.5441636922757541,1.7486097927122906,13
23,0.25725093120022957,0.9156400251244667,0.21426200866843947,10
24,0.4630482859220749,0.9752693563979717,0.5142807207984477,5
25,-0.049566745353223474,0.9339112919413781,1.0820269606394668,7
26,-1.1085947119746735,1.1558169238309697,1.1103485779784095,9
27,-0.5521731186993449,0.19494805912797553,0.35534320678279974,8
28,-0.8443903363797474,-0.007234759869603757,0.6951379071597472,13
29,-0.43709899358866267,0.5560861718006729,0.06871298219923716,9
30,-0.3688611019461639,0.5641524018308219,1.4924739000141696,15
31,-1.3985130711978613,-0.5162619466668303,0.4379850578723328,5
32,-1.1788807163811308,-0.8951980093965322,0.7331445481982559,11
33,-1.1811684621923746,-0.5247484060108102,0.30438195018805914,13
34,-0.9652936265010603,-0.3101640941062952,0.7766058016024169,12
35,-0.7121096800543438,-1.0443401359002227,0.7432536086275465,10
36,-1.0826731262692797,-0.40005086929151956,0.47493231585930706,11
37,-0.9874977811672615,0.06524726989688978,0.6975022579404191,8
38,-0.4170150194245025,-0.336074070659948,1.8656421084165218,10
39,0.393763589120931,1.344181423192691,1.5982589270617718,9
40,-0.3516410162274616,0.4393158690368115,0.7462453407396061,4
41,-0.9111611210976854,0.9330965499282216,0.0445870640978254,20
42,-0.8730604929401042,0.9562557472126983,0.9416264359691939,12
43,0.05225427958070317,0.7817481064893963,0.9050827240424595,8
44,-0.055148597654281595,1.3603724767444225,1.256985167179445,9
45,-1.2706194074643686,1.039993917835203,1.3124037187024389,15
46,-0.8942211315148243,0.2119275788239039,1.9654612155134823,9
47,-0.5945523875202929,-0.5110789878717599,1.0346376985915762,14
48,-1.4209313681050995,-0.8285918344238942,0.20663903082301727,6
49,-1.3643983041749466,-1.0273472160922785,0.012870736997882215,11
50,-1.3681606397099078,-1.0396557782418971,0.427712816367698,11
51,-0.9728917253327257,-0.8762521717569971,0.9914096723830461,10
52,-1.3151239351581385,-0.49031125726773006,1.9926876887355982,7
53,0.6774180060789103,-0.466210691927625,1.1017427591574065,9
54,0.9335191074248865,0.3307562423838183,1.2479700974140073,11
55,-0.2884909864284475,0.5839768864081412,1.660296047091486,10
56,1.193659522604393,1.3321832968065728,0.23371278591372358,6
57,1.244039431354464,1.4868028728002585,0.9883651420687618,14
58,1.7854044320642553,0.7020616033049215,0.46810341030966174,14
59,2.146616992753267,0.4043263370967976,0.989058808269673,4
60,1.2981213102456959,-0.10389841926778248,0.6444369052026764,13
61,1.6630825578939297,-0.42992317763610655,0.4108440133382796,7
62,1.261004661804814,-0.5143398156434019,1.0644783222526315,9
63,0.421177896505189,0.13972830224046628,0.8516539532716978,10
64,-0.42717055823672156,0.06476594194995959,0.6396167406019693,8
65,-0.6079062617902311,-0.5487845289318618,1.503053778824273,6
66,-1.1946597852229623,-1.443428675959807,0.7272502834326624,7
67,-0.9855213605584576,-2.139958714136006,1.5083253060053556,10
68,0.16420518029578357,-2.3662629787302647,0.2413990230588734,10
69,-0.04830095947797419,-2.251743858526542,0.6767721463682781,11
70,0.2871637266381742,-1.6639650034552491,1.6125472089168247,11
71,-1.293509843010672,-1.344935902589802,1.3695264396485247,13
72,0.07596968363793644,-1.35627146550779,0.0867629574060248,19
73,0.15975044875113692,-1.333719432896817,1.0381186751578364,11
74,-0.8723838150726153,-1.2224124468067135,1.5028002715824214,7
75,-0.30632618242334886,-2.444174635730067,0.3085459555531398,13
76,-0.09377260145322955,-2.517659613538888,0.28531042402928875,9
77,0.1812176377897837,-2.4416174779768003,0.13132746736399192,12
78,0.09060777053960456,-2.3465556263161824,1.8348017188008303,7
79,1.4739555489639056,-1.5188898661905323,0.5691784916242923,17
80,0.95133353177486,-1.7443458097293036,0.8524413124409485,16
81,0.5387613466743084,-1.5749381151666515,0.8213297564781106,8
82,-0.25781110721417,-1.775075304570521,1.7186008985907524,12
83,-1.4368889119912391,-0.5247295208294678,1.3520644858923234,11
84,-0.8817110922985804,-1.7575539051326736,0.8235969192165749,13
85,-0.08826503114969142,-1.5367480324971232,0.9876083835782568,13
86,0.23717926463869055,-0.6043016106299677,0.4139167557965209,10
87,0.1498110699353996,-0.1997106081553643,1.270147214746816,9
88,1.280252471492969,0.37940611995189094,1.4283385026565443,9
89,-0.04567286909751722,-0.15169920797388098,1.9442996173143168,11
90,-1.3797463945091017,0.893891328648488,0.15900185115748844,9
91,-1.2789257396819544,1.0168416610259698,0.8594724465516357,10
92,-0.9369409367903155,1.2619808859033146,1.2888997736090897,13
93,-0.9266826672684265,0.4388489210389199,0.6004357424553353,6
94,-1.2800133579149384,0.9243182855359484,0.2555907768143968,10
95,-1.254985965901924,1.178680772631852,0.18820499008994537,20
96,-1.212248129583086,0.9953924870227039,1.9735812492459615,5
97,-1.1700957334033466,0.23671905614188749,0.7279456298618099,9
98,-0.5865609816303683,0.671911006329567,0.25260606354297876,10
99,-0.33396931450217265,0.6692141496262467,1.8149937602580903,8
100,-0.5607811490120064,-1.1315520044043332,0.9695642734037586,9
101,-1.4666614923572256,-1.0530798461686126,0.20382128449479753,11
102,-1.2665548358842302,-1.0143443063078108,1.2376800015160159,14
103,-0.8864356156648007,-1.8623581956245476,0.6514409160726395,9
104,-0.5241408779427519,-1.3209546583693208,0.25223856635634156,9
105,-0.2843796171042515,-1.2426039585726045,0.8030142214518483,9
106,-0.33990406260503603,-2.0436962602493516,0.6786892985999478,12
107,-0.7199478432622715,-2.448671300207129,1.6017365787143436,11
108,0.4375202334690591,-1.3415002569895937,1.9359357128146586,10
