iteration,x,y,step_size,counts
0,8.771919912526407,-8.771718214532227,0.45186831054859145,8
1,8.777515077904928,-8.562310409288408,0.09745146344486111,6
2,8.733274389385667,-8.580615692108537,1.541261280471128,13
3,8.920685662856354,-8.763567156676727,3.074060597278539,9
4,7.424224725471932,-8.290155678554257,2.966765154394719,7
5,8.320602690286314,-9.05998656521704,0.33061754469601023,9
6,8.298961007091936,-9.221702210169157,2.8024638486050795,9
7,8.951861082328413,-7.94046437743541,3.799897153308238,16
8,8.744145564460801,-6.017808193070805,0.21168354190702088,12
9,8.662204045259212,-5.964275098669242,2.7305362597376415,12
10,8.369593907768191,-6.2389347805155895,1.7539858974775626,8
11,7.825923711486739,-6.945155323675648,3.3702706927768,12
12,6.467403255434139,-5.883053246418747,3.9847802710761946,8
13,5.764121336704147,-3.972727043616378,3.235012691555763,13
14,4.762979433698692,-5.2872619194101365,0.22025914571737581,22
15,4.859487536814437,-5.230953591869214,1.3942776973478361,14
16,4.947883485244743,-5.932993689908473,0.33971030275739045,9
17,5.090756744070707,-6.0439249257715835,0.861195231976386,9
18,5.4821116944433355,-5.852553842073995,0.501967337002172,7
19,5.264891031496562,-5.978409058027047,1.2272118810103305,13
20,5.349419787880064,-5.368651770425926,2.360778545880962,7
21,4.237539097564685,-5.843836936125808,2.257181151847155,6
22,4.425641923418228,-6.443725937428122,2.42747557496951,14
23,4.185631355099695,-6.217433006632485,1.1176308840061733,12
24,4.7475546133706406,-6.097804018202446,0.4861625556586513,15
25,4.58945083067601,-6.295963730171255,2.967715540632741,6
26,5.456044114274093,-7.531648092133652,3.718338042460024,6
27,3.724603835725038,-7.904345809132449,3.0039511615938777,15
28,4.694382773289526,-9.09379042690612,1.91157022757258,13
29,5.652157933883265,-9.057880682573895,1.2564126489919234,9
30,5.947567675377817,-8.789524012137939,1.0552503985315496,11
31,5.463987532396207,-8.544254089395793,2.155450468717438,16
32,6.505527232487025,-8.892780707132113,0.33990300075062274,9
33,6.5652044629999216,-9.054058013002669,0.7675098403625928,10
34,6.947807823419726,-9.06494535763466,2.79774085287937,8
35,5.561887592779308,-9.099164163446503,1.408414358502247,8
36,5.645070265291834,-8.610007273016489,3.7985117308666654,7
